ResinID,FittedParams_1,FittedParams_2,FittedParams_3,TotalError,MeanOnset_s,Amax_mean,ParamStd_BOOT_1,ParamStd_BOOT_2,ParamStd_BOOT_3,CI95_BOOT_L_1,CI95_BOOT_L_2,CI95_BOOT_L_3,CI95_BOOT_U_1,CI95_BOOT_U_2,CI95_BOOT_U_3,Amax_std,BootSetSize
R1,54.3863270076646,2.18023645853466,2.91663084082984,0.015874500946146,17.16,0.824913608477321,0.000628428925428178,0.0351350264458823,0.0593975399204201,54.3853860565575,2.13032276865515,2.8322334797747,54.3871638192892,2.22939925310018,2.99950601589156,0.00438648085559687,1
R2,78.9183190062138,1.60952218877279,3.68798473402906,0.0123602320099616,17.06,0.601323517571174,0.000736476716902949,0.0189629895860969,0.0333696181939558,78.9167518880428,1.57827270493965,3.64860177798121,78.9186277160036,1.63191946217224,3.74299949260868,0.00577889828794407,1
R3,4.39299331730387,1.13883688869612,2.20999728312589,0.0185750153704771,18.46,0.794508040744577,1.45642123699764,0.190927703628113,0.139001396046982,2.55672855428706,0.761459951599947,2.01897299474118,7.02797768073606,1.40327727318384,2.43394906932955,0.0244246868248031,1
R4,16.3486945375812,0.759563944288988,3.66005728218525,0.0104126405801623,19.06,0.523064147996333,0.00134340764202422,0.016184375248407,0.0373513324862143,16.3459360334969,0.718543746564505,3.60478214591027,16.3518695703609,0.78048169308804,3.75147074988288,0.00711535084626468,1
R5,5.95007307373555,1.1113391233627,2.34500695910515,0.0419072898332418,19.5266666666667,0.779274218720709,2.39033348429423,0.157940067288598,0.226936000810113,3.07490446316782,0.815033604604274,1.94658855485402,13.1393328709441,1.47055626634519,2.77104345752492,0.0543713602777891,1
R6,4.67326251912014,0.426309411109813,3.03269648072209,0.00925342684766789,18.0266666666667,0.562171260278944,8.90260566830308,0.174603373440756,0.355757728573081,3.07336795238617,0.319662867734893,2.81461267808562,45.5034228976585,1.06867765706735,4.34380934667027,0.0375504145234132,1
