k1,m,n
12.8214914072127,0.710366775896039,3.60747068381986
4.67326251912014,0.426309411109813,3.03269648072209
3.07336847798725,0.319662913974035,2.81461277140574
4.67326251912014,0.426309411109813,3.03269648072209
11.8528980027971,0.650387447078947,3.51611730953287
4.68628787188134,0.408652136492238,3.01246320586211
3.07336795238617,0.319662867734893,2.81461267808562
4.67326251912014,0.426309411109813,3.03269648072209
4.67326251912014,0.426309411109813,3.03269648072209
3.07336795238617,0.319662867734893,2.81461267808562
4.67326251912014,0.426309411109813,3.03269648072209
4.67326251912014,0.426309411109813,3.03269648072209
3.07336847798725,0.319662913974035,2.81461277140574
4.66767669284215,0.444394270645057,3.04772635353544
12.7434379482115,0.708904648866674,3.60362528287025
3.07336795238617,0.319662867734893,2.81461267808562
3.07336847798725,0.319662913974035,2.81461277140574
11.8528980027971,0.650387447078947,3.51611730953287
4.68628787188134,0.408652136492238,3.01246320586211
8.12172905018069,0.552474069208643,3.30030514388057
6.18350822403534,0.496741452909266,3.18869955062688
4.68628787188134,0.408652136492238,3.01246320586211
6.18347158152414,0.496739778069408,3.18869641646151
4.67326251912014,0.426309411109813,3.03269648072209
8.12166811078757,0.552472143043456,3.30030133310317
4.66767669284215,0.444394270645057,3.04772635353544
3.07336795238617,0.319662867734893,2.81461267808562
3.07336795238617,0.319662867734893,2.81461267808562
4.6676766909127,0.444394267312658,3.04772635900573
4.6676766909127,0.444394267312658,3.04772635900573
3.07336847798725,0.319662913974035,2.81461277140574
12.7434379482115,0.708904648866674,3.60362528287025
12.8214914072127,0.710366775896039,3.60747068381986
3.07336795238617,0.319662867734893,2.81461267808562
4.68628786570003,0.408652136861983,3.01246320338484
6.18350822403534,0.496741452909266,3.18869955062688
4.67326251912014,0.426309411109813,3.03269648072209
12.7434379482115,0.708904648866674,3.60362528287025
12.8214914072127,0.710366775896039,3.60747068381986
45.5034228976585,1.06867765706735,4.34380934667027
4.68628786570003,0.408652136861983,3.01246320338484
4.67326251912014,0.426309411109813,3.03269648072209
3.07336847798725,0.319662913974035,2.81461277140574
4.68628786570003,0.408652136861983,3.01246320338484
45.5034228976585,1.06867765706735,4.34380934667027
12.8214914072127,0.710366775896039,3.60747068381986
8.12172905018069,0.552474069208643,3.30030514388057
8.12172905018069,0.552474069208643,3.30030514388057
4.68628786570003,0.408652136861983,3.01246320338484
12.7434379482115,0.708904648866674,3.60362528287025
4.67326251912014,0.426309411109813,3.03269648072209
4.67326251912014,0.426309411109813,3.03269648072209
12.7434379482115,0.708904648866674,3.60362528287025
8.12172905018069,0.552474069208643,3.30030514388057
4.67326251912014,0.426309411109813,3.03269648072209
4.67326251912014,0.426309411109813,3.03269648072209
8.12172905018069,0.552474069208643,3.30030514388057
4.67326251912014,0.426309411109813,3.03269648072209
4.68628786570003,0.408652136861983,3.01246320338484
12.7434379482115,0.708904648866674,3.60362528287025
6.18350822403534,0.496741452909266,3.18869955062688
12.7434379482115,0.708904648866674,3.60362528287025
4.67326251912014,0.426309411109813,3.03269648072209
3.07336847798725,0.319662913974035,2.81461277140574
12.7434379482115,0.708904648866674,3.60362528287025
4.68628786570003,0.408652136861983,3.01246320338484
8.12166811078757,0.552472143043456,3.30030133310317
4.67326251912014,0.426309411109813,3.03269648072209
4.67326251912014,0.426309411109813,3.03269648072209
12.8214914072127,0.710366775896039,3.60747068381986
4.67326251912014,0.426309411109813,3.03269648072209
4.68628786570003,0.408652136861983,3.01246320338484
12.7434379482115,0.708904648866674,3.60362528287025
12.7434379482115,0.708904648866674,3.60362528287025
3.07336847798725,0.319662913974035,2.81461277140574
6.18347158152414,0.496739778069408,3.18869641646151
3.07336795238617,0.319662867734893,2.81461267808562
4.6676766909127,0.444394267312658,3.04772635900573
12.7434379482115,0.708904648866674,3.60362528287025
4.67326251912014,0.426309411109813,3.03269648072209
4.67326251912014,0.426309411109813,3.03269648072209
4.67326251912014,0.426309411109813,3.03269648072209
45.5034228976585,1.06867765706735,4.34380934667027
4.67978302887107,0.409094462143283,3.00792656307737
45.5034228976585,1.06867765706735,4.34380934667027
6.18347158152414,0.496739778069408,3.18869641646151
4.67326251912014,0.426309411109813,3.03269648072209
4.68628787188134,0.408652136492238,3.01246320586211
12.8214914072127,0.710366775896039,3.60747068381986
4.67326251912014,0.426309411109813,3.03269648072209
4.68628786570003,0.408652136861983,3.01246320338484
4.67326251912014,0.426309411109813,3.03269648072209
45.5034228976585,1.06867765706735,4.34380934667027
8.12172905018069,0.552474069208643,3.30030514388057
3.07336795238617,0.319662867734893,2.81461267808562
6.18347158152414,0.496739778069408,3.18869641646151
4.67326251912014,0.426309411109813,3.03269648072209
4.67326251912014,0.426309411109813,3.03269648072209
4.6676766909127,0.444394267312658,3.04772635900573
4.6676766909127,0.444394267312658,3.04772635900573
8.12166811078757,0.552472143043456,3.30030133310317
4.68628787188134,0.408652136492238,3.01246320586211
4.66767669284215,0.444394270645057,3.04772635353544
4.68628786570003,0.408652136861983,3.01246320338484
4.68628787188134,0.408652136492238,3.01246320586211
4.67326251912014,0.426309411109813,3.03269648072209
4.67326251912014,0.426309411109813,3.03269648072209
45.5034228976585,1.06867765706735,4.34380934667027
3.07336795238617,0.319662867734893,2.81461267808562
4.67326251912014,0.426309411109813,3.03269648072209
4.67326251912014,0.426309411109813,3.03269648072209
6.18350822403534,0.496741452909266,3.18869955062688
8.12166811078757,0.552472143043456,3.30030133310317
4.66767669284215,0.444394270645057,3.04772635353544
3.07336795238617,0.319662867734893,2.81461267808562
4.66767669284215,0.444394270645057,3.04772635353544
12.7434379482115,0.708904648866674,3.60362528287025
4.66767669284215,0.444394270645057,3.04772635353544
4.68628786570003,0.408652136861983,3.01246320338484
4.68628786570003,0.408652136861983,3.01246320338484
12.7434379482115,0.708904648866674,3.60362528287025
4.67326251912014,0.426309411109813,3.03269648072209
3.07336847798725,0.319662913974035,2.81461277140574
4.67326251912014,0.426309411109813,3.03269648072209
12.7434379482115,0.708904648866674,3.60362528287025
4.6676766909127,0.444394267312658,3.04772635900573
6.18347158152414,0.496739778069408,3.18869641646151
3.07336795238617,0.319662867734893,2.81461267808562
4.68628786570003,0.408652136861983,3.01246320338484
3.07336795238617,0.319662867734893,2.81461267808562
4.67326251912014,0.426309411109813,3.03269648072209
4.67326251912014,0.426309411109813,3.03269648072209
4.66767669284215,0.444394270645057,3.04772635353544
3.07336795238617,0.319662867734893,2.81461267808562
4.66767669284215,0.444394270645057,3.04772635353544
3.07336847798725,0.319662913974035,2.81461277140574
4.67326251912014,0.426309411109813,3.03269648072209
4.6676766909127,0.444394267312658,3.04772635900573
12.8214914072127,0.710366775896039,3.60747068381986
45.5034228976585,1.06867765706735,4.34380934667027
8.12172905018069,0.552474069208643,3.30030514388057
6.18350822403534,0.496741452909266,3.18869955062688
4.6676766909127,0.444394267312658,3.04772635900573
12.7434379482115,0.708904648866674,3.60362528287025
3.07336847798725,0.319662913974035,2.81461277140574
8.12172905018069,0.552474069208643,3.30030514388057
3.07336795238617,0.319662867734893,2.81461267808562
12.7434379482115,0.708904648866674,3.60362528287025
4.67326251912014,0.426309411109813,3.03269648072209
4.68628787188134,0.408652136492238,3.01246320586211
