Param,Mean,Std_BOOT,CI95_BOOT_L,CI95_BOOT_U
k1,6.15991554345452,1.63434420686084,4.08348769372519,11.1489906783229
m,0.975711319708731,0.0995572049361463,0.836103285084347,1.24923012632195
n,1.94767104989983,0.157735422620707,1.64413834428297,2.17536930862413
