k1,m,n
6.91230695509632,1.21430197818301,1.8749850523736
7.04567763184014,1.24343263241473,1.86102599453058
7.04567763184014,1.24343263241473,1.86102599453058
7.04567763184014,1.24343263241473,1.86102599453058
7.04567763184014,1.24343263241473,1.86102599453058
6.09052157896489,1.16013961231356,1.83973822230879
6.91230639836859,1.21430193649418,1.87498501126127
4.97143324113117,1.08298421891211,1.70379932801685
6.91230639836859,1.21430193649418,1.87498501126127
22.7187640245112,1.83385557215077,2.36570140264325
4.1572234681239,0.96234825242041,1.63418560379328
9.1265750109419,1.36411432758485,2.00398100438498
4.95224355673816,1.06239610787638,1.72214449237815
7.04567763184014,1.24343263241473,1.86102599453058
7.3025076905352,1.28135866037323,1.85406888831827
6.91230650008119,1.2143019448344,1.87498501919575
9.70164141179404,1.41578512065926,2.00638720697657
77.790149167768,2.39859247543175,2.97532612394102
5.57427380048556,1.11500334537102,1.74725765985886
7.04567763184014,1.24343263241473,1.86102599453058
4.15722287567265,0.962348190752711,1.63418554373107
4.97143324113117,1.08298421891211,1.70379932801685
5.57427380048556,1.11500334537102,1.74725765985886
9.86860196361608,1.41386725429054,1.99649341197205
5.57427398412689,1.11500335937347,1.74725767651996
25.4319269811318,1.88062030417197,2.45501026242994
4.11640004430709,0.974899777457497,1.61140633866224
4.15722349324571,0.962348255330028,1.63418560530555
4.95224340038685,1.06239609274052,1.7221444767767
10.5481131008054,1.46832230482539,2.00102926086824
3.55024963074379,0.872662050395327,1.54679930488778
7.04567763184014,1.24343263241473,1.86102599453058
5.57696622848543,1.09688904622574,1.76822050200767
4.15722332030382,0.962348239531691,1.634185599766
77.790149167768,2.39859247543175,2.97532612394102
3.49627544951608,0.881296579750976,1.52338917320501
10.5481131008054,1.46832230482539,2.00102926086824
7.04567763184014,1.24343263241473,1.86102599453058
4.95224331568105,1.06239608548294,1.72214446723126
15.0652482945869,1.63492184896778,2.18956804112968
4.97143297350088,1.08298419326821,1.70379929890379
15.065246122491,1.63492177871245,2.18956797016528
7.30250710887008,1.28135862286939,1.85406884755277
4.97143324113117,1.08298421891211,1.70379932801685
5.76901569627176,1.1697730995852,1.72073545518935
5.57427392972249,1.11500335693748,1.7472576712161
9.70164520793665,1.41578526273333,2.00638734692322
13.5091990208732,1.55823726554255,2.16783850439711
9.86860163873144,1.41386723777362,1.99649339624994
5.63490058224699,1.13900137503825,1.73134997496726
4.97143297350088,1.08298419326821,1.70379929890379
7.04567763184014,1.24343263241473,1.86102599453058
7.04567763184014,1.24343263241473,1.86102599453058
5.6348995346909,1.13900132158421,1.73134990579587
13.5091990755333,1.55823726824504,2.1678385053424
9.70164497197989,1.41578528377383,2.00638737948055
9.70164774541914,1.41578536574515,2.00638745541277
13.5091973347795,1.55823720596077,2.16783843916687
3.55024963074379,0.872662050395327,1.54679930488778
22.7187644283949,1.83385558090271,2.36570141145834
4.15722332030382,0.962348239531691,1.634185599766
15.0652482945869,1.63492184896778,2.18956804112968
4.11640167339872,0.974899946498375,1.61140651042458
4.95224355673816,1.06239610787638,1.72214449237815
9.12657548422411,1.36411435261454,2.00398102963105
7.04567763184014,1.24343263241473,1.86102599453058
4.97143324113117,1.08298421891211,1.70379932801685
3.55024963074379,0.872662050395327,1.54679930488778
22.7187640245112,1.83385557215077,2.36570140264325
9.70164141179404,1.41578512065926,2.00638720697657
25.4319269811318,1.88062030417197,2.45501026242994
13.5092003791534,1.55823731364981,2.16783855643915
4.15722349324571,0.962348255330028,1.63418560530555
9.70164774541914,1.41578536574515,2.00638745541277
3.55024883558908,0.872661944584661,1.54679916768499
5.63490058224699,1.13900137503825,1.73134997496726
22.7187651420687,1.83385559594468,2.36570142759741
3.49627522521495,0.88129655080399,1.5233891444955
9.47510619644115,1.37306315535229,2.00298611697889
5.57696659001189,1.09688907623799,1.76822053936116
4.11640004430709,0.974899777457497,1.61140633866224
4.99291751458525,1.04794458814697,1.74595955899702
3.45874601744819,0.90891885397496,1.48548877938239
7.04567763184014,1.24343263241473,1.86102599453058
9.70164774541914,1.41578536574515,2.00638745541277
10.5481136346746,1.46832230779671,2.00102930427208
5.57427415030743,1.11500337445226,1.74725769190994
5.76901569627176,1.1697730995852,1.72073545518935
9.86860196361608,1.41386725429054,1.99649341197205
4.99291750411227,1.0479445876482,1.74595955809047
9.70164111292359,1.41578511800888,2.00638720531454
9.86860196361608,1.41386725429054,1.99649341197205
3.45874601744819,0.90891885397496,1.48548877938239
7.04567763184014,1.24343263241473,1.86102599453058
5.63490225146349,1.13900146741812,1.73135007068369
4.95224331568105,1.06239608548294,1.72214446723126
7.04567763184014,1.24343263241473,1.86102599453058
25.4319269811318,1.88062030417197,2.45501026242994
3.46343239988459,0.893010207413436,1.50262749064352
7.30250599568816,1.28135854873014,1.85406877349997
77.790149167768,2.39859247543175,2.97532612394102
15.0652482945869,1.63492184896778,2.18956804112968
8.09003770249659,1.31574722051669,1.96538476351158
9.70164111292359,1.41578511800888,2.00638720531454
4.11640004430709,0.974899777457497,1.61140633866224
5.57427380048556,1.11500334537102,1.74725765985886
9.70164111292359,1.41578511800888,2.00638720531454
9.86860163873144,1.41386723777362,1.99649339624994
7.04567763184014,1.24343263241473,1.86102599453058
6.91230699478616,1.21430197897363,1.87498505577048
7.04567763184014,1.24343263241473,1.86102599453058
6.91230723023484,1.21430199529446,1.87498507270357
3.49627667401779,0.881296812631636,1.52338931877153
6.91230684730452,1.21430197059822,1.87498504321565
7.04567763184014,1.24343263241473,1.86102599453058
7.30250671170768,1.28135859582711,1.85406882267974
7.04567763184014,1.24343263241473,1.86102599453058
19.4559537066764,1.73392175785866,2.32425475166601
9.86860196361608,1.41386725429054,1.99649341197205
9.86860180349027,1.41386724494325,1.99649340652776
4.23300198877306,0.953939846063622,1.66083598201326
3.45874601744819,0.90891885397496,1.48548877938239
5.6349007200606,1.13900139142232,1.73134998067325
9.70164497197989,1.41578528377383,2.00638737948055
25.4319226907901,1.88062018369464,2.45501015670473
4.97143324113117,1.08298421891211,1.70379932801685
3.55024834576852,0.872661884929458,1.54679909209205
4.99291751458525,1.04794458814697,1.74595955899702
15.0652463978977,1.63492178765037,2.18956798013346
7.04567763184014,1.24343263241473,1.86102599453058
4.15722357643984,0.962348264372673,1.63418562338306
4.11845507387778,0.992748476419026,1.5933447974546
5.63490225146349,1.13900146741812,1.73135007068369
9.4751066200783,1.37306318921769,2.0029861083922
9.47510619644115,1.37306315535229,2.00298611697889
9.86860180349027,1.41386724494325,1.99649340652776
4.1572234681239,0.96234825242041,1.63418560379328
9.70164111292359,1.41578511800888,2.00638720531454
15.0652479859823,1.63492184033779,2.1895680315968
4.95224343352727,1.06239609646136,1.72214447932953
7.04567763184014,1.24343263241473,1.86102599453058
3.49627667401779,0.881296812631636,1.52338931877153
4.95224294733698,1.06239604935243,1.72214443089343
4.15722332030382,0.962348239531691,1.634185599766
9.12657536197255,1.36411434597397,2.00398102273094
5.57427398412689,1.11500335937347,1.74725767651996
3.63189528110062,0.867699891866257,1.57397155940149
5.57427415030743,1.11500337445226,1.74725769190994
13.509198937822,1.55823726312254,2.1678385016833
4.15722287567265,0.962348190752711,1.63418554373107
