Param,Mean,Std_BOOT,CI95_BOOT_L,CI95_BOOT_U
k1,25.2740411060266,0.00107750502754615,25.2730475352203,25.2770487647202
m,0.954313623409166,0.02773291389923,0.932314346492116,1.0765670639418
n,3.33892212475587,0.0480503224221722,3.16497124111928,3.39379614441705
