Param,Mean,Std_BOOT,CI95_BOOT_L,CI95_BOOT_U
k1,18.6841920415902,6.23457873214966,9.04145950845677,37.0017530654468
m,1.03213643478135,0.0864709386587995,0.840620893790305,1.20920667910343
n,3.17620524229381,0.160017648593507,2.80381871202959,3.53739902511497
