Param,Mean,Std_BOOT,CI95_BOOT_L,CI95_BOOT_U
k1,6.15991554345452,1.24155002151679,4.67851307991048,10.8483095025559
m,0.975711319708731,0.0760738209297073,0.836379465344427,1.24923012632195
n,1.94767104989983,0.14062180551872,1.64413834428297,2.17536930862413
