Param,Mean,Std_BOOT,CI95_BOOT_L,CI95_BOOT_U
k1,25.2740411060266,0.00141469252438705,25.2730475352203,25.2770487647337
m,0.954313623409166,0.0311167795631754,0.932314346492116,1.0765670639418
n,3.33892212475587,0.0573803746154232,3.16497124111928,3.39379614441705
