Param,Mean,Std_BOOT,CI95_BOOT_L,CI95_BOOT_U
k1,23.4684275063483,18.1035829719384,8.13836397285806,70.313610935667
m,1.65188689397895,0.308481173708954,1.15361420583348,2.21188424976668
n,2.75450022152536,0.306115783267673,2.19552737367976,3.31485196102398
