Param,Mean,Std_BOOT,CI95_BOOT_L,CI95_BOOT_U
k1,18.6841920415902,6.75814015177544,8.74423028166445,40.3403917007051
m,1.03213643478135,0.0876086759791656,0.827270556168815,1.20339748773489
n,3.17620524229381,0.196893131354589,2.79032739244984,3.62949117940756
