Param,Mean,Std_BOOT,CI95_BOOT_L,CI95_BOOT_U
k1,23.4684275063483,14.5570810354711,9.75160786457617,68.7922957372888
m,1.65188689397895,0.236881969761367,1.16107242754234,2.19980561095872
n,2.75450022152536,0.238585790501625,2.38247586412452,3.28452907697593
