Param,Mean,Std_BOOT,CI95_BOOT_L,CI95_BOOT_U
k1,37.0983466436799,58.4589335446195,3.90581975831708,164.035590566895
m,2.21828783897799,0.646788768921495,1.04970303793244,2.92711090473201
n,2.57591987053646,0.621683979265537,1.51929057785547,3.3430169280187
