Param,Mean,Std_BOOT,CI95_BOOT_L,CI95_BOOT_U
k1,196.334390327107,0.0558236309096062,196.155480120427,196.405743973522
m,1.80349144543112,0.102913909431957,1.58324772747705,2.01055449251599
n,3.83369490808185,0.0737631873912293,3.66140120696351,3.97544777253805
