k1,m,n
37.0983466436799,2.21828783897799,2.57591987053646
3.90581975831708,1.04970303793244,1.51929057785547
37.0983466436799,2.21828783897799,2.57591987053646
37.0983466436799,2.21828783897799,2.57591987053646
37.0983466436799,2.21828783897799,2.57591987053646
37.0983466436799,2.21828783897799,2.57591987053646
37.0983466436799,2.21828783897799,2.57591987053646
37.0983466436799,2.21828783897799,2.57591987053646
164.035590566895,2.92711090473201,3.3430169280187
3.90581975831708,1.04970303793244,1.51929057785547
164.035590566895,2.92711090473201,3.3430169280187
37.0983466436799,2.21828783897799,2.57591987053646
37.0983466436799,2.21828783897799,2.57591987053646
164.035590566895,2.92711090473201,3.3430169280187
3.90581975831708,1.04970303793244,1.51929057785547
37.0983466436799,2.21828783897799,2.57591987053646
3.90581975831708,1.04970303793244,1.51929057785547
164.035590566895,2.92711090473201,3.3430169280187
37.0983466436799,2.21828783897799,2.57591987053646
3.90581975831708,1.04970303793244,1.51929057785547
164.035590566895,2.92711090473201,3.3430169280187
3.90581975831708,1.04970303793244,1.51929057785547
37.0983466436799,2.21828783897799,2.57591987053646
37.0983466436799,2.21828783897799,2.57591987053646
37.0983466436799,2.21828783897799,2.57591987053646
37.0983466436799,2.21828783897799,2.57591987053646
164.035590566895,2.92711090473201,3.3430169280187
164.035590566895,2.92711090473201,3.3430169280187
37.0983466436799,2.21828783897799,2.57591987053646
37.0983466436799,2.21828783897799,2.57591987053646
37.0983466436799,2.21828783897799,2.57591987053646
37.0983466436799,2.21828783897799,2.57591987053646
3.90581975831708,1.04970303793244,1.51929057785547
37.0983466436799,2.21828783897799,2.57591987053646
164.035590566895,2.92711090473201,3.3430169280187
3.90581975831708,1.04970303793244,1.51929057785547
37.0983466436799,2.21828783897799,2.57591987053646
37.0983466436799,2.21828783897799,2.57591987053646
164.035590566895,2.92711090473201,3.3430169280187
37.0983466436799,2.21828783897799,2.57591987053646
37.0983466436799,2.21828783897799,2.57591987053646
37.0983466436799,2.21828783897799,2.57591987053646
37.0983466436799,2.21828783897799,2.57591987053646
3.90581975831708,1.04970303793244,1.51929057785547
3.90581975831708,1.04970303793244,1.51929057785547
37.0983466436799,2.21828783897799,2.57591987053646
3.90581975831708,1.04970303793244,1.51929057785547
37.0983466436799,2.21828783897799,2.57591987053646
164.035590566895,2.92711090473201,3.3430169280187
37.0983466436799,2.21828783897799,2.57591987053646
164.035590566895,2.92711090473201,3.3430169280187
37.0983466436799,2.21828783897799,2.57591987053646
37.0983466436799,2.21828783897799,2.57591987053646
3.90581975831708,1.04970303793244,1.51929057785547
164.035590566895,2.92711090473201,3.3430169280187
3.90581975831708,1.04970303793244,1.51929057785547
37.0983466436799,2.21828783897799,2.57591987053646
3.90581975831708,1.04970303793244,1.51929057785547
37.0983466436799,2.21828783897799,2.57591987053646
164.035590566895,2.92711090473201,3.3430169280187
37.0983466436799,2.21828783897799,2.57591987053646
37.0983466436799,2.21828783897799,2.57591987053646
3.90581975831708,1.04970303793244,1.51929057785547
3.90581975831708,1.04970303793244,1.51929057785547
37.0983466436799,2.21828783897799,2.57591987053646
37.0983466436799,2.21828783897799,2.57591987053646
37.0983466436799,2.21828783897799,2.57591987053646
37.0983466436799,2.21828783897799,2.57591987053646
164.035590566895,2.92711090473201,3.3430169280187
37.0983466436799,2.21828783897799,2.57591987053646
3.90581975831708,1.04970303793244,1.51929057785547
164.035590566895,2.92711090473201,3.3430169280187
37.0983466436799,2.21828783897799,2.57591987053646
164.035590566895,2.92711090473201,3.3430169280187
37.0983466436799,2.21828783897799,2.57591987053646
37.0983466436799,2.21828783897799,2.57591987053646
37.0983466436799,2.21828783897799,2.57591987053646
3.90581975831708,1.04970303793244,1.51929057785547
164.035590566895,2.92711090473201,3.3430169280187
37.0983466436799,2.21828783897799,2.57591987053646
