Param,Mean,Std_BOOT,CI95_BOOT_L,CI95_BOOT_U
k1,27.7473655281249,17.4904660440945,6.74768936432394,80.3431418427895
m,1.60867682827677,0.308230531117639,0.919144076379114,2.01465549147588
n,3.1321297116773,0.273024496776742,2.5083516941792,3.93150094174093
