Resin,AvgAbsorbance,AlphaEff_cm_inv
Resin 1,84.3279156817904,194.172201572149
Resin 2,89.371642391626,205.785811507353
Resin 3,37.2077311771861,85.6739671527185
Resin 4,38.87373919277,89.5100923742105
Resin 5,6.29616589299421,14.497457728226
Resin 6,1.1113736963355,2.55903250592781
