380.5497131	1.65430195431359e-06
380.6940918	1.80986073543196e-06
380.838501	1.61422311580748e-06
380.9828796	1.83851313954387e-06
381.1272583	1.60076695025803e-06
381.271637	1.97522174118842e-06
381.4160156	1.79991348861735e-06
381.5603638	2.03078686261006e-06
381.7047424	1.61216403262716e-06
381.8490906	1.84457433272249e-06
381.9934387	1.62544640329128e-06
382.1377869	1.94770035556916e-06
382.282135	1.68646327716032e-06
382.4264832	1.94854132970873e-06
382.5708008	1.74997449384471e-06
382.7151489	1.9865608919291e-06
382.8594666	1.71218685124354e-06
383.0037842	1.87154478855525e-06
383.1481018	1.59029754636571e-06
383.2924194	1.86913792249884e-06
383.4367065	1.69342356921238e-06
383.5810242	2.07562169470596e-06
383.7253113	1.89535430163469e-06
383.8695984	2.13089677177454e-06
384.0138855	1.82987109231808e-06
384.1581421	1.92829905320341e-06
384.3024292	1.71746500191104e-06
384.4467163	1.92162880550442e-06
384.5909729	1.74098447063741e-06
384.7352295	1.96588354889417e-06
384.8794861	1.68164935194208e-06
385.0237427	1.98125377544739e-06
385.1679688	1.82108402291576e-06
385.3122253	2.12039859517342e-06
385.4564514	1.8247089980129e-06
385.6006775	1.9768167920249e-06
385.7449036	1.69101651005055e-06
385.8891296	1.96582561726573e-06
386.0333557	1.72871725520906e-06
386.1775513	2.06541336935249e-06
386.3217773	1.81716881036012e-06
386.4659729	2.06361536471103e-06
386.6101685	1.74449338937224e-06
386.754364	1.98377689097153e-06
386.8985291	1.65818781484415e-06
387.0427246	1.94526433059311e-06
387.1868896	1.70644486133764e-06
387.3310547	2.1156424084782e-06
387.4752197	1.9452931033019e-06
387.6193848	2.09534200723901e-06
387.7635498	1.81035373359002e-06
387.9077148	2.00747034768867e-06
388.0518494	1.88360905017862e-06
388.1959839	2.16207229141058e-06
388.3401184	1.91806176203572e-06
388.4842529	2.15772220543076e-06
388.6283875	1.85881354078306e-06
388.772522	2.09406596656983e-06
388.916626	1.84286322552369e-06
389.06073	2.07701359863203e-06
389.2048645	1.78349914101415e-06
389.3489685	1.97278571621236e-06
389.493042	1.63086938302988e-06
389.637146	1.92609475474113e-06
389.7812195	1.7290071064567e-06
389.9253235	2.06149834990228e-06
390.069397	1.79570842481406e-06
390.2134705	2.01010951957513e-06
390.3575439	1.79915960502587e-06
390.5015869	2.07051753202923e-06
390.6456604	1.87427085788437e-06
390.7897034	2.11355435948367e-06
390.9337463	1.89306329883518e-06
391.0777893	2.08455378628482e-06
391.2218323	1.85559447329588e-06
391.3658752	2.06761747470934e-06
391.5099182	1.89961729706643e-06
391.6539307	2.15299517765519e-06
391.7979431	1.95901054049563e-06
391.9419556	2.18028464365524e-06
392.085968	1.92444177227621e-06
392.2299805	2.13257872005368e-06
392.3739624	1.93209801629131e-06
392.5179749	2.16836540420841e-06
392.6619568	1.89378821661244e-06
392.8059387	2.09409493238405e-06
392.9499207	1.85249146217101e-06
393.0939026	2.15279203074478e-06
393.237854	1.93259101444937e-06
393.3818359	2.09966312740461e-06
393.5257874	1.84094916451992e-06
393.6697388	2.05317531284379e-06
393.8136902	1.94442316334811e-06
393.9576416	2.21090904039937e-06
394.1015625	1.99723324962641e-06
394.2455139	2.26514038262881e-06
394.3894348	2.08841087410659e-06
394.5333557	2.38415840289555e-06
394.6772766	2.11607747500781e-06
394.8211975	2.34738552931929e-06
394.9651184	2.12645959524661e-06
395.1090088	2.31261419350575e-06
395.2528992	2.02153556775848e-06
395.3968201	2.21235926216474e-06
395.5407104	1.97742584654527e-06
395.6845703	2.17384650868088e-06
395.8284607	1.88839420268806e-06
395.9723511	2.16041911584023e-06
396.1162109	1.92986494512024e-06
396.2600708	2.28549871549645e-06
396.4039307	2.06857450521123e-06
396.5477905	2.33491555319138e-06
396.6916504	2.11039322362493e-06
396.8354797	2.30304388848687e-06
396.9793091	2.04711411966517e-06
397.1231689	2.22204523733507e-06
397.2669983	2.05216015760803e-06
397.4108276	2.27563855922993e-06
397.5546265	2.08588775858245e-06
