Resin,AvgAbsorbance,AlphaEff_cm_inv
Resin 1,51.8098502480942,119.296588851516
Resin 2,55.8994229646009,128.713178025259
Resin 3,42.1935032848115,97.1541316848023
Resin 4,43.2699290472285,99.6326935990583
Resin 5,3.77555546763963,8.69353773755918
Resin 6,0.512274217057727,1.17955497572232
