Param,Mean,Std_BOOT,CI95_BOOT_L,CI95_BOOT_U
k1,7.01926255616492,0.00378790227264727,7.01764872034489,7.0273600919391
m,0.540073335612256,0.00555616475347835,0.531480290148821,0.547748891715304
n,3.32413680828433,0.0435624670489354,3.25970614624459,3.38695733544359
