Param,Mean,Std_BOOT,CI95_BOOT_L,CI95_BOOT_U
k1,5.52379889128138,0.54720990021643,4.72607180605489,7.18400421733948
m,1.01503986401686,0.0200083913033148,0.982624147203578,1.06829506740827
n,2.15330289870675,0.0813414681325642,2.00398771875719,2.36236325437869
