Param,Mean,Std_BOOT,CI95_BOOT_L,CI95_BOOT_U
k1,5.07798850465175,6.22540231357375,5.07798850465175,19.5423614890502
m,0.504338497334311,0.135950387095998,0.504338497334311,0.786188124469885
n,2.94155963174692,0.329732366844146,2.94155963174692,3.70847646885705
