Param,Mean,Std_BOOT,CI95_BOOT_L,CI95_BOOT_U
k1,4.77475528360939,1.50847145590747,2.57932126952236,8.3837649704347
m,1.16052278021823,0.165198241719648,0.79989074924548,1.44050364812019
n,2.18291077865563,0.143245797230118,1.99266563815297,2.46307261740448
